Serie N.º 1	Serie N.º 1	Serie N.º 1	Serie N.º 2	Serie N.º 2	Serie N.º 2	Serie N.º 3	Serie N.º 3	Serie N.º 3	Serie N.º 4	Serie N.º 4	Serie N.º 4	Serie N.º 5	Serie N.º 5	Serie N.º 5	Serie N.º 6	Serie N.º 6	Serie N.º 6	Serie N.º 7	Serie N.º 7	Serie N.º 7	Serie N.º 8	Serie N.º 8	Serie N.º 8	Serie N.º 9	Serie N.º 9	Serie N.º 9
Tiempo (s)	Fuerza (N)	Voltaje (V)	Tiempo (s)	Fuerza (N)	Voltaje (V)	Tiempo (s)	Fuerza (N)	Voltaje (V)	Tiempo (s)	Fuerza (N)	Voltaje (V)	Tiempo (s)	Fuerza (N)	Voltaje (V)	Tiempo (s)	Fuerza (N)	Voltaje (V)	Tiempo (s)	Fuerza (N)	Voltaje (V)	Tiempo (s)	Fuerza (N)	Voltaje (V)	Tiempo (s)	Fuerza (N)	Voltaje (V)
206,675	-0,35	-0,002																								
206,700	-0,35	0,004																								
206,725	-0,34	-0,001																								
206,750	-0,35	0,003																								
206,775	-0,35	-0,002																								
206,800	-0,34	0,003																								
206,825	-0,35	-0,003																								
206,850	-0,35	0,003																								
206,875	-0,34	-0,002																								
206,900	-0,36	0,003																								
206,925	-0,34	-0,002																								
206,950	-0,35	0,003																								
206,975	-0,36	-0,002																								
207,000	-0,33	0,003																								
207,025	-0,35	-0,002																								
207,050	-0,36	0,003																								
207,075	-0,34	-0,002																								
207,100	-0,36	0,003																								
207,125	-0,34	-0,002																								
207,150	-0,34	0,003																								
207,175	-0,36	-0,002																								
207,200	-0,35	0,003																								
207,225	-0,34	-0,002																								
207,250	-0,36	0,003																								
207,275	-0,34	-0,002																								
207,300	-0,35	0,003																								
207,325	-0,36	-0,002																								
207,350	-0,34	0,003																								
207,375	-0,35	-0,002																								
207,400	-0,35	0,004																								
207,425	-0,34	-0,001																								
207,450	-0,36	0,004																								
207,475	-0,36	-0,001																								
207,500	-0,33	0,005																								
207,525	-0,35	2,454E-4																								
207,550	-0,35	0,006																								
207,575	-0,34	-4,443E-4																								
207,600	-0,36	0,004																								
207,625	-0,34	-0,002																								
207,650	-0,35	0,003																								
207,675	-0,36	-0,003																								
207,700	-0,35	0,003																								
207,725	-0,35	-0,002																								
207,750	-0,35	0,004																								
207,775	-0,33	-0,002																								
207,800	-0,36	0,003																								
207,825	-0,34	-0,004																								
207,850	-0,34	-1,099E-5																								
207,875	-0,35	-0,004																								
207,900	-0,35	0,003																								
207,925	-0,35	-0,003																								
207,950	-0,35	0,003																								
207,975	-0,35	-0,003																								
208,000	-0,34	0,003																								
208,025	-0,35	-0,002																								
208,050	-0,35	0,004																								
208,075	-0,34	-0,002																								
208,100	-0,34	0,004																								
208,125	-0,35	-0,002																								
208,150	-0,35	0,004																								
208,175	-0,34	-0,002																								
208,200	-0,36	0,004																								
208,225	-0,34	-0,002																								
208,250	-0,34	0,004																								
208,275	-0,37	-0,002																								
208,300	-0,35	0,004																								
208,325	-0,35	-0,003																								
208,350	-0,35	0,004																								
208,375	-0,32	-0,003																								
208,400	-0,36	0,004																								
208,425	-0,36	-0,003																								
208,450	-0,35	0,004																								
208,475	-0,34	-0,003																								
208,500	-0,35	0,004																								
208,525	-0,34	-0,003																								
208,550	-0,36	0,004																								
208,575	-0,35	-0,003																								
208,600	-0,34	0,004																								
208,625	-0,35	-0,003																								
208,650	-0,34	0,004																								
208,675	-0,34	-0,003																								
208,700	-0,36	0,004																								
208,725	-0,35	-0,003																								
208,750	-0,35	0,004																								
208,775	-0,35	-0,003																								
208,800	-0,35	0,004																								
208,825	-0,34	-0,003																								
208,850	-0,35	0,004																								
208,875	-0,36	-0,003																								
208,900	-0,34	0,004																								
208,925	-0,34	-0,003																								
208,950	-0,36	0,005																								
208,975	-0,35	-0,003																								
209,000	-0,35	0,005																								
209,025	-0,36	-0,003																								
209,050	-0,33	0,005																								
209,075	-0,34	-0,003																								
209,100	-0,36	0,005																								
209,125	-0,34	-0,003																								
209,150	-0,36	0,005																								
209,175	-0,35	-0,003																								
209,200	-0,34	0,005																								
209,225	-0,36	-0,003																								
209,250	-0,35	0,005																								
209,275	-0,35	-0,003																								
209,300	-0,35	0,005																								
209,325	-0,34	-0,003																								
209,350	-0,35	0,005																								
209,375	-0,36	-0,003																								
209,400	-0,35	0,005																								
209,425	-0,35	-0,003																								
209,450	-0,35	0,005																								
209,475	-0,34	-0,003																								
209,500	-0,35	0,005																								
209,525	-0,36	-0,003																								
209,550	-0,34	0,005																								
209,575	-0,35	-0,004																								
209,600	-0,34	0,004																								
209,625	-0,35	-0,004																								
209,650	-0,35	0,005																								
209,675	-0,35	-0,004																								
209,700	-0,35	0,005																								
209,725	-0,34	-0,004																								
209,750	-0,35	0,004																								
209,775	-0,35	-0,004																								
209,800	-0,34	0,004																								
209,825	-0,35	-0,004																								
209,850	-0,35	0,004																								
209,875	-0,34	-0,004																								
209,900	-0,34	0,005																								
209,925	-0,36	-0,002																								
209,950	-0,33	0,008																								
209,975	-0,37	-0,001																								
210,000	-0,36	0,007																								
210,025	-0,32	-0,002																								
210,050	-0,36	0,006																								
210,075	-0,34	-0,003																								
210,100	-0,34	0,005																								
210,125	-0,37	-0,004																								
210,150	-0,34	0,004																								
210,175	-0,33	-0,005																								
210,200	-0,37	0,004																								
210,225	-0,34	-0,004																								
210,250	-0,35	0,004																								
210,275	-0,36	-0,005																								
210,300	-0,33	0,003																								
210,325	-0,35	-0,006																								
210,350	-0,37	0,004																								
210,375	-0,33	-0,004																								
210,400	-0,35	0,005																								
210,425	-0,35	-0,004																								
210,450	-0,34	0,005																								
210,475	-0,36	-0,004																								
210,500	-0,35	0,005																								
210,525	-0,33	-0,004																								
210,550	-0,36	0,005																								
210,575	-0,35	-0,004																								
210,600	-0,35	0,005																								
210,625	-0,36	-0,004																								
210,650	-0,34	0,005																								
210,675	-0,35	-0,004																								
210,700	-0,36	0,005																								
210,725	-0,33	-0,004																								
210,750	-0,36	0,005																								
210,775	-0,35	-0,004																								
210,800	-0,34	0,006																								
210,825	-0,36	-0,004																								
210,850	-0,35	0,005																								
210,875	-0,33	-0,004																								
210,900	-0,37	0,006																								
210,925	-0,34	-0,004																								
210,950	-0,35	0,006																								
210,975	-0,36	-0,004																								
211,000	-0,33	0,006																								
211,025	-0,34	-0,005																								
211,050	-0,37	0,006																								
211,075	-0,33	-0,005																								
211,100	-0,35	0,006																								
211,125	-0,36	-0,005																								
211,150	-0,33	0,006																								
211,175	-0,35	-0,005																								
211,200	-0,36	0,006																								
211,225	-0,33	-0,005																								
211,250	-0,36	0,006																								
211,275	-0,35	-0,005																								
211,300	-0,33	0,006																								
211,325	-0,37	-0,005																								
211,350	-0,34	0,006																								
211,375	-0,35	-0,005																								
211,400	-0,36	0,007																								
211,425	-0,27	-0,005																								
211,450	-0,45	0,007																								
211,475	-0,26	-0,005																								
211,500	-0,44	0,006																								
211,525	-0,13	-0,005																								
211,550	-0,61	0,006																								
211,575	-0,27	-0,005																								
211,600	-0,24	0,006																								
211,625	-0,48	-0,005																								
211,650	-0,27	0,006																								
211,675	-0,42	-0,005																								
211,700	-0,32	0,006																								
211,725	-0,41	-0,005																								
211,750	-0,19	0,007																								
211,775	-0,47	-0,005																								
211,800	-0,40	0,007																								
211,825	-0,25	-0,005																								
211,850	-0,39	0,006																								
211,875	-0,31	-0,005																								
211,900	-0,39	0,006																								
211,925	-0,36	-0,005																								
211,950	-0,34	0,007																								
211,975	-0,31	-0,005																								
212,000	-0,39	0,007																								
212,025	-0,21	-0,004																								
212,050	-0,58	0,007																								
212,075	-0,23	-0,005																								
212,100	-0,29	0,007																								
212,125	-0,43	-0,005																								
212,150	-0,34	0,006																								
212,175	-0,42	-0,005																								
212,200	-0,25	0,007																								
212,225	-0,45	-0,005																								
212,250	-0,13	0,006																								
212,275	-0,56	-0,006																								
212,300	-0,42	0,006																								
212,325	-0,15	-0,006																								
212,350	-0,44	0,006																								
212,375	-0,29	-0,005																								
212,400	-0,46	0,007																								
212,425	-0,33	-0,005																								
212,450	-0,39	0,007																								
212,475	-0,12	-0,005																								
212,500	-0,50	0,008																								
212,525	-0,43	-0,005																								
212,550	-0,28	0,007																								
212,575	-0,35	-0,006																								
212,600	-0,32	0,006																								
212,625	-0,30	-0,007																								
212,650	-0,47	0,005																								
212,675	-0,33	-0,006																								
212,700	-0,30	0,007																								
212,725	-0,35	-0,004																								
212,750	-0,19	0,010																								
212,775	-0,68	-0,004																								
212,800	-0,21	0,008																								
212,825	-0,24	-0,005																								
212,850	-0,46	0,008																								
212,875	-0,33	-0,005																								
212,900	-0,32	0,007																								
212,925	-0,49	-0,006																								
212,950	-0,23	0,007																								
212,975	-0,36	-0,006																								
213,000	-0,30	0,007																								
213,025	-0,44	-0,007																								
213,050	-0,41	0,007																								
213,075	-0,22	-0,006																								
213,100	-0,34	0,006																								
213,125	-0,43	-0,006																								
213,150	-0,37	0,007																								
213,175	-0,26	-0,005																								
213,200	-0,36	0,008																								
213,225	-0,38	-0,005																								
213,250	-0,22	0,008																								
213,275	-0,60	-0,006																								
213,300	-0,24	0,006																								
213,325	-0,25	-0,008																								
213,350	-0,44	0,003																								
